emp_no,first_name,last_name,title,salary,from_date
437905,Nikolaos,Melter,Technique Leader,48258,1997-06-22
437910,Padma,Dalphin,Staff,70988,1995-11-12
437915,Katsuo,Kroon,Technique Leader,48223,1991-01-09
437927,Vishu,Brodal,Senior Staff,45833,1997-02-20
437938,Lena,Staelin,Senior Engineer,40000,2000-12-27
437939,Nigel,Gyimothy,Assistant Engineer,55854,1997-09-07
437950,Irena,Salinas,Senior Engineer,41789,1994-05-21
437953,Leandro,Besselaar,Senior Engineer,40000,2002-02-06
437954,Mong,Sinitsyn,Staff,72574,1998-04-12
437955,Kristin,Matteis,Engineer,58381,2001-11-16
437977,Reinhard,Halloran,Senior Engineer,47286,1994-08-03
437981,Chanjung,Muhling,Senior Staff,40000,1996-03-15
437985,Reuven,Munke,Senior Staff,53517,1994-04-13
437991,Luisa,Kavanagh,Staff,69699,1999-07-18
438009,Augustine,Litvinov,Technique Leader,40000,1996-08-31
438010,Barna,Marsiglia,Senior Engineer,40000,1993-01-23
438014,Wilmer,Plesums,Senior Staff,74656,1997-08-26
438016,Behnaam,Schaar,Senior Staff,40406,1997-07-10
438029,Feiyu,Leaver,Senior Staff,67295,1994-02-10
438030,Hinrich,Marzano,Senior Staff,44984,2001-01-16
438033,Ashish,Rosiles,Engineer,48773,1994-02-18
438035,Boguslaw,Koblitz,Staff,65809,1994-10-14
438040,Kauko,Pelz,Senior Staff,65713,1991-12-25
438050,Foong,Waterhouse,Engineer,40000,1997-10-03
438052,Beshir,Legleitner,Engineer,42797,1996-10-14
438054,Sariel,Stentiford,Senior Staff,57658,1987-10-09
438055,Jamaludin,Thorelli,Staff,52661,1998-03-19
438062,Pramod,Oxenboll,Staff,52262,1999-01-31
438065,Urs,Khalid,Engineer,83292,1997-09-28
438066,Marjo,Michaeli,Engineer,40000,1996-03-09
438084,Bangqing,Kemmerer,Senior Engineer,40000,1995-10-30
438085,Khun,Ponthieu,Senior Engineer,55664,1996-02-09
438095,Tomokazu,Levergood,Senior Engineer,54552,1999-01-29
438096,Szabolcs,Szilard,Engineer,40000,1999-05-21
438104,Izaskun,Baaz,Senior Staff,61990,1999-05-24
438105,Shen,Montemayor,Senior Engineer,58106,1992-05-04
438109,Masato,Kadhim,Senior Staff,61667,1986-02-15
438110,Yurij,Srimani,Technique Leader,40000,1991-04-15
438113,Yuguang,Kamble,Staff,40000,1994-07-08
438126,Duke,Krichel,Senior Engineer,78066,1987-01-15
438137,Manu,Lupu,Senior Staff,52537,2001-02-25
438142,Lucian,Veevers,Engineer,49296,2000-04-24
438146,Van,Erez,Senior Staff,71953,1996-07-20
438150,Sanjeeva,Schlenzig,Senior Staff,40000,1986-08-24
438153,Fan,Akazan,Senior Engineer,40000,1995-10-07
438155,Arunachalam,Murtafg,Senior Staff,40000,1986-01-13
438160,Rayond,Pagter,Staff,67944,1997-12-27
438162,Mabry,Erdmenger,Senior Staff,50412,1993-02-08
438171,Oguz,Engberts,Senior Staff,40000,1992-02-12
438177,Tomofumi,Siprelle,Senior Staff,40000,1998-05-31
438178,Stamatina,Denti,Senior Staff,40000,1995-03-03
438181,Reinhold,Dalphin,Engineer,69081,1996-11-27
438190,Sandeepan,Jakobus,Senior Engineer,41107,1990-07-28
438192,Keiichiro,Showalter,Senior Staff,40000,1993-08-23
438193,Martial,Chandrasekhar,Senior Engineer,70650,1994-06-03
438194,Mack,Denny,Senior Staff,73451,1997-12-13
438196,Atreyi,Passino,Senior Staff,40000,2002-05-20
438200,Lalit,Kakkad,Staff,62606,1998-06-19
438205,Serap,Spieker,Staff,76422,1997-01-12
438207,Elvis,Adachi,Senior Staff,42133,1997-11-01
438208,Tadahiro,Ranze,Engineer,68035,1996-03-25
438209,Lene,Feinberg,Senior Staff,65336,1992-09-30
438212,Fatemeh,Luce,Engineer,62011,1996-01-22
438214,Lokesh,Tokunaga,Senior Engineer,42651,1995-10-16
438218,Divine,Gini,Senior Engineer,44021,2002-07-11
438223,Giri,Encarnacion,Technique Leader,40000,1998-12-08
438224,Valter,Benner,Senior Engineer,53291,1998-12-10
438235,Teiji,Pena,Senior Staff,69847,1994-09-29
438238,Tran,Breugel,Senior Engineer,40000,1997-06-09
438240,Yurii,Luce,Staff,74397,1997-11-11
438246,Syozo,Socorro,Senior Engineer,40000,1990-02-02
438253,IEEE,Crelier,Senior Engineer,53726,2001-01-03
438258,Arlette,Aumann,Technique Leader,45138,1988-06-13
438262,Giao,Pauthner,Senior Engineer,40000,1994-12-19
438263,Jiakeng,Munos,Engineer,56758,1997-01-21
438266,Marjo,Gecsei,Staff,47670,1996-06-16
438267,Malu,Sichman,Senior Staff,44058,2002-04-14
438268,Hyuckchul,Mansanne,Senior Staff,51295,1999-04-06
438269,Percy,Castellani,Senior Engineer,40000,1991-04-08
438284,Berry,Veccia,Senior Staff,66324,1997-07-03
438285,Alexius,Cooke,Assistant Engineer,40000,1999-09-17
438286,Chiradeep,Flexer,Engineer,50192,1997-06-25
438288,Kshitij,Riesenhuber,Engineer,40000,1997-01-01
438289,Kiyokazu,Collavizza,Staff,42124,1998-03-07
438292,Elliott,Pettey,Staff,40000,1999-03-19
438296,Sajjad,Gist,Senior Staff,75075,1991-08-13
438298,Elrique,Asrin,Senior Engineer,40000,1985-08-09
438304,Jeane,Gilg,Senior Staff,40000,1993-12-17
438307,Ingemar,Rubsam,Senior Engineer,45364,2001-08-20
438312,Menkae,Trachtenberg,Senior Engineer,45333,1991-03-24
438318,Saeed,Munawer,Staff,40000,1997-01-13
438325,Christophe,Hoppenstand,Senior Staff,40000,1992-06-26
438329,Byong,Iivonen,Staff,40000,1998-06-26
438330,Dinkar,Naumovich,Senior Engineer,40000,1988-11-12
438332,Poorav,Schaaf,Senior Engineer,40000,1995-08-28
438335,Richard,Kushner,Senior Engineer,40000,1998-09-18
438340,Remco,Asser,Engineer,40000,1998-08-08
438342,Koldo,Wynblatt,Senior Staff,40000,1996-05-15
438348,Radhia,Dymetman,Engineer,46953,1998-07-03
438355,Oksana,Bodoff,Senior Staff,40000,1999-07-23
438357,Kotesh,Demir,Senior Staff,68502,2001-04-04
438366,Yechezkel,Gubsky,Senior Engineer,40000,1994-11-07
438369,Khedija,Jenevein,Senior Engineer,44689,2001-11-20
438371,Debatosh,Lamba,Senior Staff,58232,1996-03-25
438372,Youssef,Baak,Engineer,40000,1997-05-31
438375,Kwangyoen,Kulisch,Engineer,52021,1997-03-30
438385,Kazuhisa,Zhiwei,Senior Staff,40000,1990-04-27
438390,Shridhar,Leppanen,Senior Engineer,40000,1995-06-20
438393,Nahid,Pero,Senior Engineer,45426,1987-05-05
438395,Freyja,Danlos,Staff,56184,1998-07-21
438397,Masanao,Schaap,Senior Staff,40000,1994-05-06
438404,Fumitake,Auria,Senior Staff,40843,2000-08-11
438405,Krassimir,Syang,Senior Staff,40000,1996-07-06
438406,Nakhoon,Linnainmaa,Engineer,40000,2001-01-27
438408,Sadegh,Genther,Senior Staff,53586,1995-04-20
438414,Dung,Lienhardt,Engineer,41531,1996-07-21
438421,Danae,Pollacia,Senior Staff,82787,1991-04-06
438422,Sedat,Baby,Senior Engineer,40000,1987-03-13
438428,Sadegh,Schicker,Senior Staff,40000,2000-08-04
438429,Jiang,Zockler,Senior Engineer,55957,1999-03-31
438430,Sachio,Feinberg,Senior Engineer,40000,1993-08-18
438437,Adib,Kowalchuk,Senior Staff,40000,1989-02-24
438440,Kankanahalli,Hanratty,Senior Engineer,61104,1993-12-17
438441,Kiyokazu,Mahmud,Senior Engineer,52069,1992-12-15
438445,Stabislas,Sommer,Staff,94188,1997-10-12
438454,Duro,Caine,Senior Engineer,42193,1993-07-21
438455,Sachar,Speel,Senior Engineer,49322,1994-07-19
438463,Alois,Hambrick,Senior Staff,66639,1996-03-28
438472,Kamakshi,Felder,Senior Engineer,40000,1994-07-22
438473,Mart,Haldar,Senior Engineer,47735,1998-07-09
438474,Taiji,Restivo,Senior Staff,63085,1991-04-06
438483,Steve,Pettis,Senior Staff,40000,1991-11-02
438489,Pragnesh,Schmiedel,Senior Engineer,40000,1999-05-12
438496,Dmitri,Argence,Technique Leader,40000,1990-04-09
438498,Adil,Brandsma,Staff,59631,1998-08-05
438499,Luise,Nitsche,Senior Staff,40000,1997-07-11
438501,Remko,Chenoweth,Senior Staff,40000,1997-05-15
438505,Bluma,Anick,Staff,50561,1996-04-26
438506,Serif,Perelgut,Engineer,40000,1997-06-16
438508,Lihong,Bruckman,Senior Engineer,40893,1999-09-18
438514,Abdelaziz,McClure,Engineer,40000,2000-06-14
438517,Matt,Uhrig,Senior Engineer,52278,1993-11-05
438519,Kyoichi,Fortenbacher,Senior Engineer,72418,1994-07-23
438521,Khalil,Manderick,Engineer,48497,1995-02-20
438524,Mabry,Heystek,Senior Staff,40000,1996-10-07
438525,Theirry,Plessier,Senior Staff,40000,1995-12-13
438528,Bernt,Lowrie,Engineer,62157,1993-10-11
438529,Abdulla,Radivojevic,Senior Staff,49177,1992-11-17
438532,Gita,Holburn,Staff,65778,1995-08-13
438534,Luise,Shihab,Senior Staff,79162,1996-05-29
438536,Jaideep,Snyers,Senior Engineer,61978,1997-08-31
438538,Sarita,Valtorta,Senior Engineer,51274,1994-07-08
438541,Shichao,Waeselynck,Senior Staff,43426,2000-02-04
438544,Faiza,Lukaszewicz,Senior Engineer,40000,2002-06-02
438551,Randy,Vingron,Senior Staff,47429,1993-09-30
438552,Perry,Kavvadias,Senior Staff,46144,1993-03-16
438553,Shakhar,Einsfeld,Senior Engineer,40000,2002-05-12
438563,Berni,DasSarma,Senior Staff,40000,1999-12-07
438570,Chikako,Androutsos,Senior Engineer,41842,1991-02-16
438572,Yechezkel,Heuter,Senior Engineer,41878,1995-08-03
438578,Xiaobin,Ruther,Senior Engineer,60866,1996-07-22
438579,Mang,Czaja,Staff,49045,1997-06-01
438583,Tiina,Hambrick,Senior Engineer,50746,1993-07-13
438584,Sangeeta,Pero,Senior Staff,41302,1985-05-28
438586,Alejandra,Bade,Senior Staff,42289,1996-02-01
438593,Youssef,Miyakawa,Senior Staff,89630,1996-12-16
438596,Barun,Gelosh,Staff,51074,1999-01-01
438599,Uri,Gecsei,Senior Staff,40000,1997-07-08
438604,Ramzi,Coullard,Technique Leader,40000,1991-08-27
438608,Patricio,Lemarechal,Senior Engineer,55259,1994-06-23
438610,Soenke,Dulin,Senior Staff,58923,1994-09-25
438616,Ramya,Ciolek,Staff,57631,1999-05-22
438619,Chiranjit,Sichman,Staff,73422,1998-08-05
438626,Shaunak,Roohalamini,Senior Staff,72353,1992-11-25
438627,Eric,Comyn,Senior Engineer,46730,1994-06-19
438641,Katsuyuki,Brobst,Senior Engineer,59082,1997-05-13
438644,Lene,Selenyi,Senior Staff,79779,1993-09-03
438647,Itzchak,Driscoll,Senior Engineer,53734,1996-02-27
438648,Arumugam,Manderick,Senior Engineer,40000,1999-10-21
438657,Baziley,Bernatsky,Technique Leader,45724,1986-07-31
438658,Srinidhi,Bojadziev,Senior Engineer,56355,1996-10-19
438661,Sashi,Versino,Senior Staff,54174,1997-05-08
438662,Pramod,Busillo,Senior Staff,40000,1994-07-22
438666,Udaiprakash,Morrey,Staff,61228,1997-02-24
438672,Phuoc,Murillo,Senior Engineer,40000,1987-03-22
438676,Conal,Mikschl,Senior Staff,67214,1992-03-15
438681,Roddy,Yeung,Staff,74220,1998-07-24
438685,Zhanqiu,Baumann,Senior Engineer,40000,1997-06-18
438693,Rildo,Solares,Senior Engineer,51639,1995-09-26
438699,Goncalo,Conti,Senior Staff,50065,2001-02-25
438703,Mohd,Remmers,Senior Staff,40000,1990-06-10
438704,Danai,Godskesen,Senior Engineer,58219,1994-10-18
438707,Valeri,Albarhamtoshy,Staff,86806,1997-09-16
438716,Marin,Schmiedel,Senior Staff,59536,1992-06-04
438718,Shin,Deville,Senior Staff,52469,1994-03-26
438721,Tsz,Spell,Engineer,40000,1997-04-27
438724,Eric,Puppe,Technique Leader,40000,1998-11-14
438726,Ewing,Serov,Staff,41469,1996-08-13
438728,Zhanqiu,Gente,Staff,70398,1996-11-17
438731,Odysseas,Mitzlaff,Senior Engineer,48294,2001-08-06
438733,Gil,Schmittgen,Senior Engineer,40000,1996-05-30
438737,Heping,Syrotiuk,Senior Engineer,40000,1992-07-23
438747,Xinglin,Bolotov,Senior Engineer,40000,1993-01-24
438748,Jeong,Selvestrel,Staff,58473,1998-01-04
438752,Boguslaw,Plumb,Senior Staff,53825,1995-12-12
438759,Khosrow,Montemayor,Engineer,48092,1998-09-17
438768,Toney,Comte,Senior Staff,40000,1999-05-18
438771,Basim,Barreiro,Senior Staff,67337,1993-07-22
438776,Taizo,Nishimukai,Staff,63069,1995-01-19
438781,Kiyokazu,Thambidurai,Senior Engineer,54423,1991-09-15
438784,Conrado,Conry,Staff,40000,1997-10-02
438787,Tomofumi,Wrigley,Senior Engineer,42087,1993-03-01
438792,Rasiah,Kawashimo,Engineer,49042,1993-12-20
438799,Peer,Dengi,Senior Staff,56246,1990-02-24
438805,Eirik,Lalonde,Senior Engineer,43710,1993-04-03
438807,Arra,Chaudhuri,Engineer,50301,1999-05-30
438808,Marsja,Serna,Senior Engineer,53461,2000-04-01
438823,Goa,Murillo,Senior Engineer,40000,1999-09-21
438835,Constantijn,Penz,Senior Engineer,50016,1999-05-14
438840,Moto,Honiden,Senior Engineer,40000,1998-06-01
438842,Sahrah,Reeken,Senior Staff,50914,1998-07-04
438843,Luerbio,Lowrie,Senior Engineer,43132,1995-02-02
438848,Vishv,Marchesini,Senior Engineer,40000,1991-12-17
438856,Sanjiv,Gronowski,Senior Engineer,43266,1997-04-20
438861,Kwun,McFarlan,Engineer,55885,1999-04-18
438862,Angus,Vrecion,Senior Engineer,40000,1997-05-28
438866,Teunis,Harnett,Engineer,44370,1998-09-21
438868,Aamer,Huhdanpaa,Senior Staff,80116,2000-04-16
438870,Szabolcs,Cromarty,Technique Leader,51244,1996-02-12
438871,Lein,Pettit,Senior Engineer,40000,1985-11-26
438872,Miquel,Boudaillier,Senior Engineer,49715,1997-12-22
438876,Manton,Anguita,Senior Engineer,50661,1994-07-05
438883,Renee,Kisuki,Senior Engineer,45611,1993-07-29
438889,Insup,Millington,Senior Staff,86110,1998-12-19
438897,Keung,Orsini,Senior Engineer,40000,1995-08-27
438907,Manibrata,Ecklund,Technique Leader,54727,1988-01-28
438909,Kish,Smailagic,Senior Engineer,54319,1999-11-09
438914,Heping,Cronan,Senior Staff,63957,1997-06-26
438915,Marsha,Szilard,Senior Staff,40000,1994-01-02
438919,Zeljko,Heping,Technique Leader,43561,1997-06-20
438922,Woody,Heijenga,Engineer,49956,1999-01-30
438923,Shahar,Miake,Engineer,47331,1999-04-15
438924,Frederique,Milicia,Senior Staff,83384,1997-04-21
438930,Luerbio,Murtagh,Senior Engineer,53082,1995-10-28
438931,Shigenori,Vandervoorde,Senior Engineer,50782,1994-12-11
438932,Atreyi,Coorg,Senior Engineer,54823,2000-01-05
438934,Mads,Thisen,Senior Staff,41744,1995-06-25
438936,Ekawit,Busillo,Senior Staff,55449,1992-06-19
438937,Shaowei,Yoshimura,Senior Engineer,55362,1995-07-06
438940,Mayumi,Shackell,Senior Staff,71507,1994-05-24
438944,Florian,Anick,Senior Staff,73694,1995-11-11
438946,Lihong,Mitzlaff,Senior Engineer,47736,1996-11-27
438947,Vasilis,Stranks,Senior Staff,56310,1992-10-25
438948,Gunilla,Siepmann,Senior Staff,50576,1999-05-10
438955,Tetsurou,Merli,Senior Staff,67126,2001-06-13
438958,True,Renear,Senior Staff,43168,1998-08-21
438960,Weiwu,Herber,Engineer,40000,1999-01-17
438962,Jinxi,Randi,Senior Engineer,63794,1990-04-03
438986,Kousuke,Velasco,Senior Engineer,40000,1995-04-22
438997,Yishai,Andreotta,Senior Staff,40000,2000-05-06
438999,Juichirou,Daescu,Staff,45702,1998-10-17
439000,Shin,Conry,Engineer,40000,1997-11-07
439004,Boriana,Linares,Senior Staff,67592,1999-06-13
439010,Woody,Dayang,Senior Staff,55542,1995-02-03
439011,Jiang,Rubsam,Staff,40000,1999-09-21
439015,Jolita,Gadepally,Senior Engineer,61689,2001-07-31
439017,Masami,Eastman,Senior Staff,86060,1995-08-25
439018,Gay,Scharstein,Senior Staff,62394,1996-07-15
439019,Volkmar,Levergood,Senior Staff,58387,2002-06-28
439027,Munir,Riexinger,Staff,60754,1998-11-02
439033,Mechthild,Taubenfeld,Senior Engineer,40000,1990-12-04
439036,Harngdar,Papsdorf,Senior Engineer,61017,1997-12-01
439039,Cedric,Ullian,Senior Engineer,40000,1999-02-19
439040,Nakhoon,Aloia,Senior Staff,80631,1997-09-06
439043,Domenico,Weiland,Senior Engineer,40000,1995-10-02
439045,Eldridge,Wiegley,Senior Engineer,40000,2001-01-29
439049,Tsuneo,Masada,Engineer,40000,2000-01-20
439054,Rosalie,Varker,Senior Engineer,40000,1993-03-26
439059,Kwangho,Lovengreen,Senior Staff,64335,1994-09-15
439062,Dhritiman,Streng,Staff,47240,1999-04-12
439064,Khalil,Rodham,Staff,40000,1994-11-07
439067,Minghong,Munke,Senior Engineer,65983,2000-05-08
439071,Kokou,Woycyznski,Senior Staff,46070,1995-12-07
439072,Snehasis,Kavanagh,Senior Staff,73853,2002-03-18
439074,Gou,Plessier,Senior Staff,110719,2002-04-26
439091,Lijia,Kumaresan,Senior Engineer,40000,1996-02-26
439094,Lunjin,Pauthner,Engineer,40000,2002-03-27
439095,Changho,Matzat,Senior Staff,72075,1994-12-21
439097,Jouko,Birsak,Senior Staff,48303,1994-07-14
439102,Kazuhito,Garigliano,Senior Engineer,40000,2001-11-04
439103,Tianruo,Baer,Senior Staff,40000,1996-08-14
439106,Guiseppe,Nivat,Staff,89576,1997-08-18
439108,Huiqun,Kawashima,Technique Leader,49906,1997-01-06
439115,Pohua,Backhouse,Senior Engineer,60976,1996-10-17
439116,Isaac,Perez,Senior Engineer,66329,1996-07-13
439118,Ult,Mitchem,Senior Staff,80242,1998-08-01
439121,Mari,Birsak,Senior Engineer,42326,2000-08-21
439123,Sham,Heinisuo,Engineer,46355,1999-06-14
439125,Nahid,Luff,Senior Staff,60638,2001-12-07
439129,Kauko,Birnbaum,Staff,40000,1996-11-13
439140,Chaosheng,Kumaresan,Senior Engineer,42882,1997-05-21
439147,Ebbe,Chiola,Senior Engineer,46663,1992-02-05
439151,Jenwei,Aloia,Senior Engineer,40000,1999-08-26
439152,Guadalupe,Heemskerk,Senior Engineer,40000,1996-03-18
439156,Kenroku,Bala,Senior Engineer,54922,1994-12-27
439160,Pranay,Tchuente,Senior Staff,40000,1995-01-06
439162,Christophe,Rahier,Senior Engineer,65279,1999-06-27
439164,Cristinel,Takkinen,Engineer,41952,1995-06-03
439168,Fatemeh,Penn,Senior Staff,69822,1993-11-04
439169,Jaana,Streng,Senior Engineer,69795,1999-09-05
439175,Tomoyuki,Sifakis,Senior Staff,86854,1992-09-07
439179,Yurii,Lanteri,Senior Staff,57388,1986-03-29
439180,Josyula,Fujisaki,Engineer,56160,1997-09-18
439185,Rosalyn,Yurek,Senior Staff,98679,1999-07-24
439195,Goncalo,Selenyi,Senior Engineer,61746,1993-09-04
439197,Gritta,Henders,Staff,62728,1997-09-26
439203,Tua,Molenkamp,Senior Staff,75107,1999-06-20
439204,Bluma,Ruther,Engineer,55158,1999-07-10
439207,Martins,Stranks,Senior Staff,45878,1994-06-17
439211,Hausi,Setia,Senior Staff,40000,2000-01-29
439212,Sangeeta,Goldhammer,Staff,58321,1994-09-30
439216,Aimee,Mateescu,Senior Engineer,40000,1990-11-10
439220,Youssef,Varker,Senior Staff,73249,2002-05-19
439230,Etsuo,Baaz,Senior Engineer,50282,1993-03-14
439233,Yannis,Tyugu,Staff,59342,1998-09-13
439246,Alper,Colorni,Senior Engineer,40000,1996-04-14
439251,Navid,Cannane,Senior Engineer,40000,1995-11-20
439252,Fabrizio,Karnin,Senior Engineer,40000,1991-07-08
439254,Brigham,Lipner,Senior Engineer,40000,1999-08-19
439257,Khedija,Pluym,Senior Staff,81095,1995-10-05
439259,Surveyors,Cummings,Senior Engineer,62530,1997-06-14
439272,Aris,Nitta,Engineer,62687,1995-02-18
439276,Mayuko,Chappelet,Senior Engineer,40000,1995-07-07
439279,Sreekrishna,Baranowski,Senior Staff,54049,1996-01-26
439283,Ziya,Zolotykh,Staff,40000,1999-09-06
439286,Brigham,Tyugu,Senior Staff,84445,1997-06-01
439289,Kazuyasu,Morris,Senior Engineer,40000,2000-11-04
439292,Aruna,Hempstead,Senior Staff,51592,1996-12-22
439296,Navin,Shimshoni,Senior Engineer,47226,1989-08-08
439309,Gila,Ligten,Engineer,40000,1998-09-12
439310,Xiaoqiu,Marsiglia,Senior Engineer,47508,2001-01-17
439313,Cathie,Wursthorn,Engineer,77299,1996-09-16
439318,Kinh,Cusworth,Senior Engineer,44403,1996-07-03
439322,Jaihie,Waeselynck,Senior Staff,83964,1995-04-28
439328,Arie,Matzel,Engineer,48153,1998-09-05
439332,Mang,Munck,Senior Staff,75253,1995-03-24
439333,Huiqun,Benveniste,Engineer,46697,1998-04-15
439337,Alair,DiGiano,Senior Staff,79338,1998-10-28
439349,Yucai,Vingron,Staff,40000,1997-09-30
439350,Kerhong,Koblitz,Senior Engineer,53047,1993-03-27
439357,Srinidhi,Mukaidono,Technique Leader,41297,1991-06-30
439359,Avishai,Sundgren,Senior Staff,40000,1994-12-19
439360,Conrado,Ozeki,Staff,80530,1999-06-30
439364,Gill,Luiz,Engineer,40000,1996-01-28
439367,Peer,Biros,Senior Engineer,60323,1999-12-25
439369,Hironoby,Delgrande,Assistant Engineer,81310,1997-11-17
439371,Satoru,Pehl,Senior Engineer,84501,1990-05-25
439375,Duke,Schnabel,Staff,79162,1995-08-23
439382,Almudena,Comellas,Senior Staff,40000,1990-04-23
439389,Douadi,Manderick,Senior Staff,89698,2002-03-19
439395,Chuanyi,Genther,Staff,40000,1997-02-07
439404,Piyawadee,Picci,Senior Engineer,50883,2000-02-08
439411,Troy,Garigliano,Technique Leader,55887,1994-01-27
439412,Baruch,Peyn,Senior Staff,56805,1992-10-13
439416,Naftaly,Matzen,Senior Engineer,44846,1989-07-02
439420,Xuedong,Dalton,Senior Staff,76672,1997-09-23
439422,Sachin,Savasere,Assistant Engineer,65528,1996-09-23
439425,Sudharsan,Raney,Assistant Engineer,41006,1999-08-26
439432,Peer,Baba,Senior Staff,40000,2000-05-15
439436,Valter,Uhrig,Engineer,41615,1998-02-05
439437,Shuji,Randt,Staff,40000,1996-08-05
439440,Uma,Wossner,Senior Engineer,42544,1993-06-22
439455,Xumin,Cronau,Senior Engineer,40000,2000-06-01
439456,Remzi,Zallocco,Senior Staff,55180,1990-10-04
439463,Holgard,Luke,Senior Engineer,40000,1990-02-02
439465,Sanjay,Koshiba,Engineer,40000,1997-09-06
439468,Hailing,Pauthner,Engineer,40000,1998-12-25
439471,Kyoichi,Cyne,Senior Engineer,57114,1999-04-17
439473,Ronnie,Hanratty,Senior Engineer,40000,1997-06-05
439478,Leni,Marrevee,Senior Staff,53813,1998-07-13
439480,Sampalli,Rosch,Senior Engineer,40000,1996-04-11
439486,Armond,Heijenga,Senior Engineer,40000,2001-12-24
439495,Maris,Pettis,Senior Engineer,51252,1996-10-18
439501,Oscar,Falco,Senior Staff,55896,1988-01-12
439506,Tetsurou,Wursthorn,Staff,44512,1997-06-26
439511,Suzette,Cummings,Senior Engineer,48717,1993-08-04
439516,Marke,Sichman,Staff,84075,1999-09-28
439518,Kenroku,Homond,Senior Engineer,40000,2002-04-15
439519,Hidefumi,Chvatal,Senior Engineer,54708,1998-09-14
439520,Along,Kambil,Senior Engineer,55826,1993-01-10
439533,Kerryn,Bage,Senior Staff,79037,1999-12-11
439534,Leszek,Heuter,Staff,68576,1996-10-01
439541,Dines,Garnick,Senior Engineer,81591,1992-02-14
439543,Qingxiang,Miyakawa,Senior Staff,64215,1996-07-29
439544,Heping,Thiran,Senior Staff,52427,1994-03-31
439545,Nitsan,Mitchem,Senior Engineer,43478,1999-10-20
439549,Filipp,Azevdeo,Senior Engineer,63348,1998-06-01
439558,Nakhoon,Peternell,Senior Staff,57329,2000-12-12
439560,Peternela,Legleitner,Senior Staff,40000,1993-06-05
439567,Weiyi,Ernst,Senior Engineer,57729,1988-11-28
439570,Hausi,Emden,Technique Leader,40000,1994-12-26
439572,Christoph,Bakhtari,Senior Staff,45093,1991-04-25
439573,Oddvar,Puoti,Senior Staff,40000,1997-10-17
439576,Elvis,Gihr,Staff,66057,1998-03-12
439579,Stein,Hatcliff,Senior Staff,40000,1995-07-06
439591,Leszek,Pokrovskii,Senior Engineer,40000,1998-03-10
439595,Anestis,Itzfeldt,Senior Engineer,72605,1992-09-08
439604,Bernd,Nations,Senior Staff,48144,1986-08-30
439608,Brendon,Suri,Engineer,51621,1995-03-30
439612,Bojan,Kalorkoti,Senior Engineer,52323,1996-07-18
439617,Youssef,Brlek,Senior Staff,40000,2000-12-05
439627,Danai,Coors,Senior Staff,69330,1994-09-05
439628,Mototsugu,Sooriamurthi,Staff,51681,1993-10-18
439630,Ymte,Busillo,Senior Staff,79638,1995-11-03
439632,Foong,Deyuan,Senior Engineer,69464,1997-03-02
439634,Geoffrey,Benaini,Staff,78084,1998-02-03
439639,Vasilis,Halloran,Senior Engineer,40000,1997-03-01
439644,Zeljko,Neimat,Engineer,62080,1994-11-07
439652,Josyula,Casperson,Senior Engineer,70322,1995-07-14
439659,Khalil,Lammel,Engineer,40000,1993-10-06
439663,Sadegh,Stentiford,Senior Engineer,40000,2002-03-11
439664,Keung,Litzler,Senior Staff,40000,2000-12-25
439665,Elvis,Kalafatis,Senior Engineer,40000,1999-08-29
439668,Goncalo,Chinin,Senior Engineer,57283,1991-10-05
439669,Subhrajyoti,Janetzko,Senior Staff,72344,1994-09-28
439675,Yuuichi,Atchley,Staff,79767,1997-08-07
439685,Tran,Krybus,Senior Staff,49535,2001-06-12
439686,Maia,Zeleznik,Senior Engineer,55291,1997-04-26
439687,Alejandra,Schlumberger,Technique Leader,40000,1988-10-30
439694,Eric,Aingworth,Senior Staff,40000,1996-12-07
439704,Youssef,Jording,Senior Engineer,50330,1999-05-17
439715,Xiaopeng,Brizzi,Senior Engineer,57097,1994-07-07
439716,Zsolt,Chleq,Senior Engineer,40000,1997-10-26
439717,Fei,Mundy,Senior Staff,53552,1997-12-02
439719,Uri,Schreiter,Engineer,52225,1995-06-26
439721,Douadi,Rassart,Senior Engineer,40578,1996-06-15
439722,Weicheng,Kaltofen,Senior Staff,86750,1995-09-27
439729,Jongsuk,Ferriere,Senior Engineer,40000,1996-11-13
439735,Yishai,Knightly,Senior Engineer,40000,1991-10-30
439743,Janalee,Ernst,Senior Engineer,40000,1986-03-26
439748,Poorav,Soicher,Technique Leader,40000,1995-01-24
439750,Gilbert,Masaki,Engineer,67546,1997-04-30
439757,Gunilla,Czap,Senior Engineer,48746,1991-02-23
439760,Tesuro,Dichev,Senior Engineer,68751,1997-01-10
439765,Ger,Templeman,Senior Staff,40000,1993-06-06
439769,Thanasis,Hennebert,Staff,89384,1998-05-11
439772,Roddy,Gide,Engineer,67469,1997-09-03
439774,Ayakannu,Verhoeff,Engineer,40000,1996-02-04
439780,Quingbo,Passafiume,Assistant Engineer,40000,1993-12-21
439781,Satosi,Ponthieu,Staff,58925,1999-06-14
439789,Almudena,Liedekerke,Senior Engineer,40000,1988-10-17
439792,Chenyi,Molenaar,Staff,40000,1995-11-13
439794,Eric,Koblick,Senior Engineer,40000,1988-10-14
439795,Sashi,Sullins,Senior Engineer,46800,1993-08-26
439798,Peer,Olano,Senior Engineer,71152,2001-12-24
439800,Beshir,Mellouli,Senior Staff,41175,1998-08-13
439807,Kotesh,Fraisse,Senior Staff,70941,1998-07-28
